Regionaleinheit;Wahlberechtigte;ohne Wahlschein;mit Wahlschein;§18 Abs.2 LWO;Wähler(innen);mit Wahlschein;Ungültige Stimmen;Gültige Stimmen;GRÜNE;CDU;AfD;SPD;FDP;DIE LINKE;ÖDP;PIRATEN;Die PARTEI;FREIE WÄHLER;MENSCHLICHE WELT;Bündnis C;DKP;dieBasis;DiB;Eine für Alle - Partei;KlimalisteBW;Die Humanisten;Gesundheitsforschung;W2020;Volt;Einzelbewerber
08235060001-01 Gemeinde Rohrdorf 001-01 Wahlbezirk 1 08235060001-01;1347;1013;334;0;526;0;1;525;102;155;104;49;62;14;1;;;24;;;;8;;;3;;;3;;
08235060900-01 Gemeinde Rohrdorf 900-01 Briefwahlbezirk 08235060900-01;;;;;326;326;2;324;93;119;25;22;33;2;3;;;18;;;;4;;;3;;;2;;
08235065001-01 Gemeinde Schömberg 001-01 Familienzentrum 08235065001-01;904;677;227;0;249;0;4;245;63;60;41;24;27;4;1;;;13;;;;5;;;3;;;4;;
08235065001-02 Gemeinde Schömberg 001-02 Rathaus Schömberg 08235065001-02;978;657;321;0;222;0;1;221;58;58;29;32;20;4;2;;;8;;;;3;;;2;;;5;;
08235065001-03 Gemeinde Schömberg 001-03 Ludwig-Uhland-Schule 08235065001-03;867;556;311;0;219;1;3;216;38;41;47;19;42;4;1;;;14;;;;7;;;1;;;2;;
08235065001-04 Gemeinde Schömberg 002-04 Bieselsberg 08235065002-04;772;487;285;0;282;1;6;276;63;64;41;25;31;5;8;;;15;;;;12;;;2;;;10;;
08235065001-05 Gemeinde Schömberg 003-05 Langenbrand 08235065003-05;956;643;313;0;322;0;8;314;78;71;71;27;37;5;1;;;15;;;;5;;;0;;;4;;
08235065001-06 Gemeinde Schömberg 004-06 Oberlengenhardt 08235065004-06;415;252;163;0;147;3;0;147;48;36;16;8;21;2;4;;;8;;;;0;;;1;;;3;;
08235065001-07 Gemeinde Schömberg 005-07 Schwarzenberg 08235065005-07;679;474;205;0;255;1;2;253;57;74;63;18;21;7;0;;;6;;;;0;;;1;;;6;;
08235065900-01 Gemeinde Schömberg 900-08 Briefwahl 1 08235065900-08;;;;;803;803;3;800;276;239;59;73;64;18;9;;;41;;;;0;;;7;;;14;;
08235065900-02 Gemeinde Schömberg 900-09 Briefwahl 2 08235065900-09;;;;;920;920;7;913;318;211;81;90;97;22;15;;;44;;;;11;;;7;;;17;;
08235066001-01 Gemeinde Simmersfeld 001-05 Rathaus Simmersfeld 08235066001-05;863;672;191;0;346;0;5;341;76;112;50;21;58;4;1;;;15;;;;2;;;1;;;1;;
08235066001-02 Gemeinde Simmersfeld 002-01 Feuerwehrmagazin Oberweiler 08235066002-01;206;178;28;0;125;0;2;123;17;53;26;4;10;1;2;;;9;;;;0;;;1;;;0;;
08235066001-03 Gemeinde Simmersfeld 003-02 Bürgerhaus Beuren 08235066003-02;93;72;21;0;61;0;0;61;20;21;5;3;4;2;2;;;2;;;;0;;;2;;;0;;
08235066001-04 Gemeinde Simmersfeld 004-03 Rathaus Ettmannsweiler 08235066004-03;290;219;71;0;140;0;0;140;35;46;25;6;17;0;2;;;7;;;;0;;;2;;;0;;
08235066001-05 Gemeinde Simmersfeld 005-04 Rathaus Fünfbronn 08235066005-04;196;165;31;0;109;0;0;109;10;43;22;5;17;0;2;;;7;;;;0;;;1;;;2;;
08235066900-01 Gemeinde Simmersfeld 900-01 Briefwahlbezirk 08235066900-01;;;;;327;327;0;327;101;92;28;16;51;3;4;;;20;;;;5;;;6;;;1;;
08235067001-01 Gemeinde Simmozheim 001-01 Rathaus, Sitzungssaal 08235067001-01;1111;737;374;0;355;1;5;350;87;86;60;21;46;8;1;;;29;;;;3;;;4;;;5;;
08235067001-02 Gemeinde Simmozheim 001-02 Kindergarten  Max u. Moritz 08235067001-02;949;518;431;0;303;2;2;301;102;73;33;27;38;9;2;;;11;;;;4;;;2;;;0;;
08235067900-01 Gemeinde Simmozheim 900-01 Briefwahl 08235067900-01;;;;;774;774;0;774;299;206;36;74;69;14;4;;;63;;;;5;;;3;;;1;;
08235073001-01 Gemeinde Unterreichenbach 001-01 Unterreichenbach  und Dennjächt 08235073001-01;1084;781;303;0;378;0;2;376;100;71;84;27;49;15;2;;;19;;;;4;;;5;;;0;;
08235073001-02 Gemeinde Unterreichenbach 002-02 Kapfenhardt 08235073002-02;565;350;215;0;181;0;0;181;57;49;16;12;28;3;4;;;7;;;;2;;;1;;;2;;
08235073900-01 Gemeinde Unterreichenbach 900-01 Briefwahlbezirk Gesamtgemeinde 08235073900-01;;;;;478;478;2;476;186;112;40;41;38;20;5;;;19;;;;7;;;6;;;2;;
08235079001-01 Stadt Bad Wildbad 001-01 Wildbad-Südstadt 08235079001-01;804;534;270;0;151;0;0;151;42;29;37;11;22;4;0;;;1;;;;1;;;2;;;2;;
08235079001-02 Stadt Bad Wildbad 001-02 Wildbad-Nordstadt 08235079001-02;856;556;300;0;154;1;2;152;33;45;27;13;15;9;1;;;4;;;;2;;;1;;;2;;
08235079001-03 Stadt Bad Wildbad 001-03 Wildbad-Nordweststadt 08235079001-03;712;497;215;0;172;0;1;171;58;39;25;17;12;4;0;;;11;;;;3;;;1;;;1;;
08235079001-04 Stadt Bad Wildbad 001-04 Wildbad-West-Sommerberg 08235079001-04;913;636;277;0;169;0;0;169;29;45;36;10;19;6;8;;;10;;;;1;;;2;;;3;;
08235079001-05 Stadt Bad Wildbad 002-05 Sprollenhaus-Nonnenmiß 08235079002-05;682;461;221;0;239;1;3;236;36;101;31;10;30;10;0;;;13;;;;1;;;1;;;3;;
08235079001-06 Stadt Bad Wildbad 003-06 Aichelberg-Hünerberg-Meistern 08235079003-06;339;228;111;0;117;0;0;117;24;44;24;4;10;2;2;;;2;;;;2;;;0;;;3;;
08235079001-07 Stadt Bad Wildbad 004-07 Calmbach-Südost 08235079004-07;667;485;182;0;199;1;0;199;47;46;37;24;20;9;3;;;5;;;;3;;;2;;;3;;
08235079001-08 Stadt Bad Wildbad 004-08 Calmbach-Südwest 08235079004-08;734;523;211;0;193;0;4;189;43;44;34;19;17;14;1;;;9;;;;1;;;1;;;6;;
08235079001-09 Stadt Bad Wildbad 004-09 Calmbach-Nord 08235079004-09;709;494;215;0;206;1;1;205;49;40;36;17;29;10;4;;;13;;;;2;;;1;;;4;;
08235079001-10 Stadt Bad Wildbad 004-10 Calmbach-West 08235079004-10;830;520;310;0;185;0;2;183;33;49;30;26;26;5;3;;;7;;;;2;;;2;;;0;;
08235079900-01 Stadt Bad Wildbad 900-01 Briefwahlbezirk Wildbad 08235079900-01;;;;;1009;1009;1;1008;279;327;87;103;90;28;21;;;38;;;;6;;;15;;;14;;
08235079900-02 Stadt Bad Wildbad 900-02 Briefwahlbezirk Calmbach 08235079900-02;;;;;1178;1178;1;1177;350;436;87;102;85;36;30;;;37;;;;4;;;4;;;6;;
08235080001-01 Stadt Wildberg 001-01 Wildberg - Mitte 08235080001-01;816;557;259;0;201;0;1;200;55;50;30;18;25;1;3;;;15;;;;0;;;1;;;2;;
08235080001-02 Stadt Wildberg 001-02 Wildberg - West 08235080001-02;785;477;308;0;204;0;2;202;41;64;35;21;21;8;2;;;8;;;;2;;;0;;;0;;
08235080001-03 Stadt Wildberg 001-03 Wildberg - Ost 08235080001-03;1001;679;322;0;361;0;0;361;96;86;80;27;39;10;0;;;16;;;;5;;;1;;;1;;
08235080001-04 Stadt Wildberg 002-01 Schönbronn 08235080002-01;489;337;152;0;186;0;6;180;34;56;30;16;25;4;0;;;9;;;;3;;;0;;;3;;
08235080001-05 Stadt Wildberg 003-01 Effringen 08235080003-01;1541;860;681;0;460;0;3;457;84;142;79;42;63;11;2;;;26;;;;4;;;4;;;0;;
08235080001-06 Stadt Wildberg 004-01 Gültlingen 08235080004-01;1484;795;689;0;327;0;5;322;80;72;60;15;40;10;3;;;26;;;;5;;;1;;;10;;
08235080001-07 Stadt Wildberg 005-01 Sulz am Eck 08235080005-01;1290;694;596;0;332;0;7;325;45;128;41;32;33;8;3;;;25;;;;6;;;0;;;4;;
08235080900-01 Stadt Wildberg 900-01 Briefwahl 1 08235080900-01;;;;;855;855;7;848;276;297;66;66;66;17;4;;;46;;;;2;;;5;;;3;;
08235080900-02 Stadt Wildberg 900-02 Briefwahl 2 08235080900-02;;;;;1227;1227;10;1217;376;410;95;60;115;19;7;;;106;;;;15;;;5;;;9;;
08235080900-03 Stadt Wildberg 900-03 Briefwahl 3 08235080900-03;;;;;800;800;2;798;224;278;79;47;69;12;14;;;57;;;;8;;;6;;;4;;
08235084001-01 Stadt Bad Teinach-Zavelstein 001-01 Bad Teinach-Zavelstein 08235084001-01;2357;1368;989;0;652;5;2;650;154;189;118;51;59;12;8;;;42;;;;5;;;3;;;9;;
08235084900-01 Stadt Bad Teinach-Zavelstein 900-01 Briefwahl 08235084900-01;;;;;945;945;4;941;266;311;107;81;64;14;6;;;75;;;;6;;;3;;;8;;
08235085001-01 Stadt Calw 001-01 Rathaus Calw 08235085001-01;1057;779;278;0;256;2;1;255;79;34;32;27;30;11;6;;;20;;;;10;;;4;;;2;;
08235085001-02 Stadt Calw 001-03 Aula 08235085001-03;1886;1257;629;0;367;1;4;363;115;55;57;46;31;22;1;;;23;;;;7;;;3;;;3;;
08235085001-03 Stadt Calw 002-01 Kindergarten Alzenberg 08235085002-01;799;448;351;0;253;1;1;252;64;60;31;26;20;8;1;;;25;;;;8;;;4;;;5;;
08235085001-04 Stadt Calw 003-01 GWRS Heumaden Mensa 08235085003-01;1099;746;353;0;334;2;1;333;77;69;65;25;42;19;0;;;23;;;;6;;;3;;;4;;
08235085001-05 Stadt Calw 003-03 GWRS Heumaden Turnhalle 08235085003-03;1827;1338;489;0;506;1;6;500;98;108;98;51;50;26;4;;;41;;;;11;;;7;;;6;;
08235085001-06 Stadt Calw 004-01 GWRS Wimberg 08235085004-01;1402;949;453;0;395;2;3;392;103;73;76;53;27;16;6;;;26;;;;3;;;3;;;6;;
08235085001-07 Stadt Calw 005-01 Schwarzwaldhalle 08235085005-01;1962;1187;775;0;658;5;6;652;137;201;104;40;60;25;3;;;57;;;;10;;;6;;;9;;
08235085001-08 Stadt Calw 006-01 Kursaal Hirsau 08235085006-01;1323;970;353;0;398;0;7;391;107;63;75;29;43;19;6;;;34;;;;8;;;2;;;5;;
08235085001-09 Stadt Calw 007-01 Dorfsaal Holzbronn 08235085007-01;590;412;178;0;255;2;1;254;60;56;38;12;39;6;2;;;27;;;;8;;;4;;;2;;
08235085001-10 Stadt Calw 008-01 Kinderhaus Stammheim 08235085008-01;1193;669;524;0;338;8;3;335;92;90;50;34;27;6;2;;;33;;;;0;;;1;;;0;;
08235085001-11 Stadt Calw 008-03 Grundschule Stammheim 08235085008-03;2285;1382;903;0;654;5;3;651;175;149;101;57;75;15;5;;;56;;;;9;;;3;;;6;;
08235085900-01 Stadt Calw 900-01 Briefwahlbezirk 08235085900-01;;;;;568;568;2;566;209;148;36;32;51;17;2;;;62;;;;2;;;4;;;3;;
08235085900-02 Stadt Calw 900-02 Briefwahlbezirk 08235085900-02;;;;;592;592;2;590;224;174;35;46;34;59;1;;;9;;;;1;;;5;;;2;;
08235085900-03 Stadt Calw 900-03 Briefwahlbezirk 08235085900-03;;;;;544;544;3;541;183;158;28;43;37;15;0;;;63;;;;3;;;8;;;3;;
08235085900-04 Stadt Calw 900-04 Briefwahlbezirk 08235085900-04;;;;;548;548;1;547;214;148;36;45;31;13;2;;;46;;;;4;;;5;;;3;;
08235085900-05 Stadt Calw 900-05 Briefwahlbezirk 08235085900-05;;;;;543;543;3;540;205;142;35;45;39;15;1;;;50;;;;3;;;3;;;2;;
08235085900-06 Stadt Calw 900-06 Briefwahlbezirk 08235085900-06;;;;;542;542;3;539;181;155;33;44;43;13;3;;;56;;;;0;;;5;;;6;;
08235085900-07 Stadt Calw 900-07 Briefwahlbezirk 08235085900-07;;;;;546;546;2;544;196;138;37;54;37;13;4;;;56;;;;2;;;3;;;4;;
08235085900-08 Stadt Calw 900-08 Briefwahlbezirk 08235085900-08;;;;;545;545;5;540;200;138;37;40;36;16;3;;;63;;;;2;;;4;;;1;;
08235085900-09 Stadt Calw 900-09 Briefwahlbezirk 08235085900-09;;;;;538;538;0;538;213;162;29;46;39;6;4;;;31;;;;1;;;4;;;3;;
08236011001-01 Gemeinde Eisingen 001-01 Bohrrainhalle -kleiner Saal/Foyer- 08236011001-01;1870;1070;800;0;432;0;6;426;110;81;97;25;56;10;4;;;18;;4;;;;;3;;;10;8;
08236011001-02 Gemeinde Eisingen 001-02 Bergäckerhalle -oberes Foyer- 08236011001-02;1609;1134;475;0;460;0;4;456;107;63;126;48;71;15;3;;;10;;3;;;;;2;;;8;0;
08236011900-01 Gemeinde Eisingen 900-01 Bohrrainhalle -großer Saal- 08236011900-01;;;;;1207;1207;6;1201;378;267;124;79;223;14;10;;;46;;30;;;;;5;;;11;14;
08236019001-01 Gemeinde Friolzheim 001-01 Zehntscheune 0823601900101;1411;836;575;0;453;0;4;449;116;101;82;42;69;5;0;;;15;;9;;;;;1;;;5;4;
08236019001-02 Gemeinde Friolzheim 001-02 Rathaus 0823601900102;1261;805;456;0;442;0;4;438;137;118;59;38;63;5;0;;;5;;2;;;;;4;;;2;5;
08236019900-01 Gemeinde Friolzheim Briefwahl 08236019900-01;;;;;985;985;6;979;391;223;57;98;158;13;1;;;20;;3;;;;;6;;;4;5;
08236025001-01 Stadt Heimsheim 001-01 Gesamtgebiet 0823602500101;3502;2021;1481;0;894;3;8;886;251;194;112;90;151;37;4;;;21;;2;;;;;8;;;10;6;
08236025900-01 Stadt Heimsheim 900-01 Briefwahlbezirk I 08236025900-01;;;;;446;446;1;445;189;110;32;41;54;5;0;;;9;;1;;;;;0;;;0;4;
08236025900-02 Stadt Heimsheim 900-02 Briefwahlbezirk II 08236025900-02;;;;;438;438;4;434;164;99;28;49;55;16;3;;;7;;7;;;;;2;;;2;2;
08236025900-03 Stadt Heimsheim 900-03 Briefwahlbezirk III 08236025900-03;;;;;531;531;3;528;199;115;30;52;85;12;2;;;11;;3;;;;;7;;;7;5;
08236028001-01 Gemeinde Illingen Rathaus Illingen 08236028001-01;1413;904;509;0;402;0;7;395;94;65;86;30;67;17;3;;;6;;2;;;;;2;;;19;4;
08236028001-02 Gemeinde Illingen Kita Eichwald 08236028001-02;1450;849;601;0;384;0;3;381;97;57;81;46;49;20;5;;;14;;1;;;;;3;;;8;0;
08236028001-03 Gemeinde Illingen Kita Vierzehn Morgen 08236028001-03;1814;879;935;0;441;2;5;436;114;88;85;42;66;12;3;;;14;;2;;;;;3;;;6;1;
08236028001-04 Gemeinde Illingen Kita Sonnenschein 08236028002-01;736;490;246;0;265;1;5;260;78;41;40;28;48;3;3;;;3;;0;;;;;2;;;11;3;
08236028900-01 Gemeinde Illingen Briefwahl 1 08236028900-01;;;;;1133;1133;3;1130;394;267;76;89;205;25;11;;;22;;13;;;;;9;;;14;5;
08236028900-02 Gemeinde Illingen Briefwahl 2 08236028900-02;;;;;1066;1066;6;1060;377;236;100;111;154;17;8;;;25;;6;;;;;10;;;12;4;
08236033001-01 Stadt Knittlingen Knittlingen 1 08236033001-01;1984;1163;821;0;544;0;11;533;168;85;113;40;80;11;2;;;18;;4;;;;;3;;;9;0;
08236033001-02 Stadt Knittlingen Knittlingen 2 08236033001-02;1964;1292;672;0;521;0;5;516;140;69;114;56;75;20;4;;;12;;6;;;;;3;;;15;2;
08236033001-03 Stadt Knittlingen Kleinvillars 08236033002-04;350;256;94;0;149;0;1;148;42;21;30;10;22;6;0;;;5;;2;;;;;1;;;9;0;
08236033001-04 Stadt Knittlingen Freudenstein 08236033003-03;1263;877;386;0;466;0;4;462;122;74;102;50;70;10;7;;;5;;4;;;;;3;;;14;1;
08236033900-01 Stadt Knittlingen Briefwahl 08236033900-01;;;;;1887;1887;5;1882;718;358;158;204;280;43;15;;;41;;23;;;;;16;;;18;8;
08236038001-01 Stadt Maulbronn 001-01 (Postscheuer) 08236038001-01;823;569;254;0;274;0;3;271;72;41;35;36;34;15;7;;;8;;2;;;;;1;;;18;2;
08236038001-02 Stadt Maulbronn 001-02 (Schule am Silahopp) 08236038001-02;652;373;279;0;198;0;3;195;63;42;28;12;26;3;0;;;6;;3;;;;;0;;;11;1;
08236038001-03 Stadt Maulbronn 001-03 (Kindergarten Schleifhäusleweg) 08236038001-03;1218;721;497;0;385;0;5;380;113;55;46;57;73;13;3;;;6;;3;;;;;1;;;8;2;
08236038001-04 Stadt Maulbronn 002-04 (Turnhalle Schmie) 08236038002-04;530;357;173;0;240;0;5;235;64;41;38;19;47;8;5;;;6;;4;;;;;1;;;1;1;
08236038001-05 Stadt Maulbronn 003-05 (Grundschule Zaisersweiher) 08236038003-05;1202;865;337;0;512;3;6;506;122;67;117;48;81;19;1;;;18;;2;;;;;0;;;18;13;
08236038900-01 Stadt Maulbronn 900-01(Briefwahl) 08236038900-01;;;;;1467;1467;12;1455;559;288;117;147;219;25;11;;;23;;27;;;;;13;;;18;8;
08236039001-01 Gemeinde Mönsheim 001-01 Mönsheim 1, Mitte 0823603900101;1098;664;433;1;325;0;2;323;123;51;48;33;45;4;2;;;3;;6;;;;;2;;;2;4;
08236039001-02 Gemeinde Mönsheim 001-02 Mönsheim 2, Appenberg und Gödelmann 0823603900102;883;494;387;2;312;1;2;310;70;81;44;18;74;6;0;;;5;;4;;;;;1;;;3;4;
08236039900-01 Gemeinde Mönsheim 900-01 Briefwahlbezirk Mönsheim 0823603990001;;;;;797;797;2;795;252;194;49;64;174;9;7;;;23;;3;;;;;7;;;6;7;
08236040001-01 Stadt Mühlacker 001-01 Grundschule Heidenwäldle 0823604000101;1126;825;301;0;392;1;6;386;109;80;58;53;40;24;1;;;4;;3;;;;;3;;;8;3;
08236040001-02 Stadt Mühlacker 001-02 Paul-Gerhardt-Gemeindezentrum 0823604000102;636;477;159;0;216;0;1;215;60;40;36;22;32;9;1;;;5;;2;;;;;2;;;6;0;
08236040001-03 Stadt Mühlacker 001-03 Kath. Kindergarten St. Josef 0823604000103;1188;867;321;0;368;2;3;365;103;56;71;34;72;11;1;;;8;;1;;;;;3;;;3;2;
08236040001-04 Stadt Mühlacker 001-04 Schiller-Grundschule 0823604000104;1311;954;357;0;440;0;4;436;123;68;65;46;74;25;7;;;8;;4;;;;;6;;;8;2;
08236040001-05 Stadt Mühlacker 001-05 Kindergarten Senderhang 0823604000105;723;482;241;0;219;0;4;215;67;33;33;26;31;11;1;;;4;;3;;;;;2;;;2;2;
08236040001-06 Stadt Mühlacker 001-06 Rathaus Mühlacker 0823604000106;711;536;175;0;160;0;0;160;45;20;32;23;25;9;0;;;1;;0;;;;;0;;;3;2;
08236040001-07 Stadt Mühlacker 002-07 Ulrich-von Dürrmenz Schule 0823604000207;1258;841;417;0;383;1;13;370;104;59;63;35;67;11;2;;;9;;0;;;;;3;;;12;5;
08236040001-08 Stadt Mühlacker 002-08 Sporthalle Dürrmenz I 0823604000208;885;563;322;0;285;0;0;285;82;47;47;35;44;5;2;;;7;;0;;;;;2;;;10;4;
08236040001-09 Stadt Mühlacker 002-09 Sporthalle Dürrmenz II 0823604000209;843;581;262;0;244;0;1;243;65;48;38;38;32;5;1;;;8;;4;;;;;2;;;2;0;
08236040001-10 Stadt Mühlacker 003-10 Kindergarten Hagen 0823604000310;996;716;280;0;361;2;3;358;112;40;51;40;67;16;1;;;10;;5;;;;;8;;;5;3;
08236040001-11 Stadt Mühlacker 003-11 Ev. Gemeindehaus Lomersheim 0823604000311;936;646;290;0;348;0;3;345;123;47;55;24;49;5;0;;;15;;4;;;;;0;;;19;4;
08236040001-12 Stadt Mühlacker 004-12 Turn- und Festhalle Enzberg 0823604000412;1358;1053;305;0;429;0;9;420;109;64;86;44;71;11;4;;;19;;0;;;;;3;;;6;3;
08236040001-13 Stadt Mühlacker 004-13 Hartfeldschule Enzberg 0823604000413;1242;861;381;0;529;4;3;526;139;105;86;48;110;12;2;;;7;;0;;;;;5;;;9;3;
08236040001-14 Stadt Mühlacker 005-14 Enztalhalle Mühlhausen 0823604000514;771;531;240;0;335;3;5;330;116;66;50;24;44;5;3;;;7;;2;;;;;3;;;10;0;
08236040001-15 Stadt Mühlacker 006-15 Rathaus Großglattbach 0823604000615;1005;654;351;0;369;0;3;366;127;85;45;28;50;8;1;;;8;;1;;;;;2;;;8;3;
08236040001-16 Stadt Mühlacker 007-16 Turn- und Gemeindehalle Lienzingen 0823604000716;1379;976;403;0;548;0;1;547;127;101;116;59;89;15;5;;;14;;5;;;;;3;;;12;1;
08236040900-01 Stadt Mühlacker 900-01 Briefwahlausschuss I 0823604090001;;;;;736;736;0;736;268;171;46;79;114;17;4;;;12;;4;;;;;8;;;6;7;
08236040900-02 Stadt Mühlacker 900-02 Briefwahlausschuss II 0823604090002;;;;;711;711;7;704;237;153;45;90;113;15;2;;;19;;3;;;;;5;;;12;10;
08236040900-03 Stadt Mühlacker 900-03 Briefwahlausschuss III 0823604090003;;;;;1230;1230;6;1224;467;224;90;104;220;20;9;;;39;;5;;;;;13;;;20;13;
08236040900-04 Stadt Mühlacker 900-04 Briefwahlausschuss IV 0823604090004;;;;;898;898;2;896;317;160;92;81;175;14;9;;;14;;4;;;;;11;;;7;12;
08236040900-05 Stadt Mühlacker 900-05 Briefwahlausschuss V 0823604090005;;;;;918;918;6;912;325;200;78;98;135;10;10;;;11;;12;;;;;16;;;13;4;
08236043001-01 Stadt Neuenbürg 001-01 Neuenbürg-Kernstadt 0823604300101;1238;890;348;0;357;0;5;352;99;45;93;30;39;17;1;;;14;;4;;;;;3;;;6;1;
08236043001-02 Stadt Neuenbürg 001-02 Neuenbürg, Junkeräcker / Ziegelrain 0823604300102;888;611;277;0;256;0;2;254;62;29;58;16;60;11;1;;;1;;0;;;;;3;;;11;2;
08236043001-03 Stadt Neuenbürg 001-03 Neuenbürg, Buchberg 0823604300103;955;617;338;0;294;0;3;291;82;60;54;33;42;6;1;;;6;;2;;;;;0;;;5;0;
08236043001-04 Stadt Neuenbürg 002-01 Arnbach, östlicher Teil 0823604300201;707;419;288;0;222;2;5;217;75;43;33;20;25;3;0;;;8;;6;;;;;1;;;3;0;
08236043001-05 Stadt Neuenbürg 002-02 Arnbach, westlicher Teil 0823604300202;556;363;193;0;174;0;1;173;39;32;32;15;31;4;0;;;8;;3;;;;;0;;;7;2;
08236043001-06 Stadt Neuenbürg 003-01 Dennach 0823604300301;554;389;165;0;219;0;3;216;59;35;44;17;30;7;4;;;11;;2;;;;;0;;;7;0;
08236043001-07 Stadt Neuenbürg 004-01 Waldrennach 0823604300401;598;412;186;0;239;0;4;235;42;52;61;22;36;6;0;;;9;;0;;;;;2;;;5;0;
08236043900-01 Stadt Neuenbürg 900-01 Briefwahlbezirk I 0823604390001;;;;;896;896;1;895;336;170;76;87;115;32;9;;;35;;11;;;;;8;;;11;5;
08236043900-02 Stadt Neuenbürg 900-02 Briefwahlbezirk II 0823604390002;;;;;780;780;12;768;298;152;58;81;110;13;4;;;22;;14;;;;;7;;;7;2;
08236044001-01 Gemeinde Neuhausen 001-01 Neuhausen 0823604400101;771;469;302;0;276;0;3;273;79;60;29;25;47;7;1;;;14;;1;;;;;1;;;7;2;
08236044001-02 Gemeinde Neuhausen 001-02 Neuhausen 0823604400102;639;361;278;0;207;1;4;203;50;65;36;16;21;2;0;;;6;;0;;;;;1;;;3;3;
08236044001-03 Gemeinde Neuhausen 002-01 Hamberg 0823604400201;785;533;252;0;308;0;4;304;60;71;60;19;62;10;1;;;12;;1;;;;;2;;;6;0;
08236044001-04 Gemeinde Neuhausen 003-01 Schellbronn 0823604400301;1189;821;368;0;407;1;4;403;105;58;85;36;73;12;4;;;12;;2;;;;;1;;;12;3;
08236044001-05 Gemeinde Neuhausen 004-01 Steinegg 0823604400401;705;469;236;0;292;0;3;289;85;51;46;27;54;2;1;;;7;;1;;;;;5;;;7;3;
08236044900-01 Gemeinde Neuhausen 900-01 Briefwahl 0823604490001;;;;;786;786;9;777;302;184;57;54;111;18;4;;;17;;1;;;;;11;;;9;9;
08236044900-02 Gemeinde Neuhausen 900-02 Briefwahl 0823604490002;;;;;590;590;3;587;199;143;61;40;76;6;12;;;23;;6;;;;;5;;;6;10;
08236046001-01 Gemeinde Niefern-Öschelbronn 001-01 Grundschule Niefern 0823604600101;826;482;344;0;186;0;0;186;29;18;36;9;62;2;0;;;8;;1;;;;;3;;;16;2;
08236046001-02 Gemeinde Niefern-Öschelbronn 001-02 Grundschule Niefern 0823604600102;832;415;417;0;165;0;0;165;32;18;39;7;57;2;1;;;1;;3;;;;;2;;;1;2;
08236046001-03 Gemeinde Niefern-Öschelbronn 001-03 Grundschule Niefern 0823604600103;1013;677;336;0;224;2;2;222;38;30;64;13;66;2;1;;;4;;0;;;;;1;;;3;0;
08236046001-04 Gemeinde Niefern-Öschelbronn 001-04 Grundschule Niefern 0823604600104;1019;621;398;0;233;0;4;229;38;28;56;12;71;10;0;;;6;;1;;;;;4;;;2;1;
08236046001-05 Gemeinde Niefern-Öschelbronn 001-05 Grundschule Niefern 0823604600105;899;416;483;0;182;0;1;181;37;28;43;13;44;4;0;;;4;;3;;;;;1;;;1;3;
08236046001-06 Gemeinde Niefern-Öschelbronn 001-06 Kiga Sausewind 0823604600106;1127;757;370;0;274;0;3;271;42;42;58;31;70;11;2;;;9;;0;;;;;1;;;2;3;
08236046001-07 Gemeinde Niefern-Öschelbronn 002-08 Schulhaus Öschelbronn 0823604600208;854;441;413;0;218;0;2;216;45;30;41;10;65;9;0;;;4;;6;;;;;1;;;5;0;
08236046001-08 Gemeinde Niefern-Öschelbronn 002-09 Schulhaus Öschelbronn 0823604600209;710;430;280;0;185;0;3;182;36;30;41;7;52;3;2;;;4;;1;;;;;3;;;3;0;
08236046001-09 Gemeinde Niefern-Öschelbronn 002-10 Schulhaus Öschelbronn 0823604600210;1058;661;397;0;207;2;4;203;56;26;36;14;42;2;3;;;5;;7;;;;;3;;;7;2;
08236046900-01 Gemeinde Niefern-Öschelbronn 900-01 Briefwahlbezirk 1 0823604690001;;;;;1907;1907;14;1893;468;295;156;126;738;19;16;;;37;;9;;;;;13;;;11;5;
08236046900-02 Gemeinde Niefern-Öschelbronn 900-02 Briefwahlbezirk 2 0823604690002;;;;;1386;1386;6;1380;371;215;84;102;514;13;6;;;29;;15;;;;;8;;;15;8;
08236050001-01 Gemeinde Ötisheim 001-01 Wahlbezirk 1 - Erlentalhalle 08236050001-01;1805;1163;642;0;563;0;10;553;138;102;126;53;67;18;1;;;21;;6;;;;;5;;;14;2;
08236050001-02 Gemeinde Ötisheim 002-02 Wahlbezirk 2 - Erlentalhalle 08236050002-02;1642;970;672;0;487;2;5;482;117;78;112;52;71;16;0;;;16;;0;;;;;6;;;12;2;
08236050900-01 Gemeinde Ötisheim 900-01 Briefwahlbezirk 08236050900-01;;;;;1269;1269;12;1257;427;265;112;107;214;36;11;;;37;;3;;;;;10;;;16;19;
08236061001-01 Gemeinde Sternenfels OT Sternenfels 08236061001-01;1352;786;566;0;389;2;8;381;112;62;77;47;57;8;2;;;6;;4;;;;;3;;;1;2;
08236061001-02 Gemeinde Sternenfels OT Diefenbach 08236061002-02;697;425;272;0;265;1;3;262;79;37;43;29;35;8;6;;;8;;1;;;;;4;;;12;0;
08236061900-01 Gemeinde Sternenfels Briefwahl 08236061900-01;;;;;792;792;6;786;284;127;59;118;119;27;7;;;8;;4;;;;;6;;;23;4;
08236062001-01 Gemeinde Tiefenbronn Gemmingenhalle Tiefenbronn 08236062001-01;1126;721;405;0;432;0;1;431;103;99;82;34;78;4;5;;;17;;3;;;;;5;;;1;0;
